EffectiveDate,MeterName,MeterSubCategory,MeterRegion,PerHour,PerMonth
31-May-2018,F8/F8s,F/FS Series,EU North,0.452,329.96000000000004
17-Aug-2017,F72s v2 Low Priority,FSv2 Series,US East,0.609,444.57
31-Mar-2017,A1 v2 Low Priority,Av2 Series Windows,US East 2,0.026,18.98
30-Nov-2019,E2a v4/E2as v4 Low Priority,Eav4/Easv4 Series,US East,0.0252,18.396
31-Jul-2019,D2 v3/D2s v3 Low Priority,Dv3/DSv3 Series Windows,AP East,0.0896,65.408
03-Feb-2017,A1,A Series Basic,EU North,0.025,18.25
30-Nov-2017,M128ms,MS Series,EU West,37.3632,27275.136
10-Jan-2019,H16,H Promo Series Windows,EU West,1.977,1443.21
10-Jan-2019,NV6,NV Promo Series,AP Southeast,0.954,696.42
31-May-2018,D15 v2/DS15 v2,Dv2/DSv2 Series,US East 2,1.495,1091.3500000000001
09-Aug-2018,ND40s v2 Low Priority,NDSv2 Series Windows,US East,5.264,3842.7200000000003
16-Jun-2017,D8 v3/D8s v3,Dv3/DSv3 Series,AP Southeast,0.5,365
31-Oct-2013,A0,A Series Windows,US East 2,0.02,14.6
31-Mar-2017,A8 v2 Low Priority,Av2 Series Windows,AP Southeast,0.25,182.5
31-Dec-2018,E64i v3/E64is v3,Ev3/ESv3 Series Windows,EU West,7.32,5343.6
30-Nov-2017,A4 Low Priority,A Series Basic Windows,US East,0.2368,172.864
26-Apr-2018,M16ms Low Priority,MS Series,EU West,0.8604,628.092
31-Jul-2017,F8s v2,FSv2 Series,US East,0.338,246.74
31-Mar-2019,D3 v2/DS3 v2 Low Priority,Dv2/DSv2 Series Windows,EU North,0.186,135.78
31-May-2018,D4 v2/DS4 v2,Dv2/DSv2 Series Windows,EU North,0.929,678.1700000000001
14-Nov-2018,L80s v2 Low Priority,LSv2 Series Windows,EU West,4.448,3247.0400000000004
31-Aug-2016,D15 v2/DS15 v2,Dv2/DSv2 Series,EU West,1.897,1384.81
30-Nov-2019,E4a v4/E4as v4,Eav4/Easv4 Series Windows,EU North,0.466,340.18
31-Jul-2018,NC24rs v3 Low Priority,NCSv3 Series,US East,2.6928,1965.7440000000001
31-Jul-2018,NC24s v3,NCSv3 Series Windows,US East 2,13.3632,9755.136
28-Feb-2017,D4/DS4 Low Priority,D/DS Series,EU West,0.134,97.82000000000001
16-Nov-2017,NC12s v2,NCSv2 Series Windows,US East,4.986,3639.7799999999997
27-Feb-2019,M208ms v2 Low Priority,MSv2 Series Windows,US East 2,21.675,15822.75
28-Feb-2017,D4 v2/DS4 v2 Low Priority,Dv2/DSv2 Series,EU West,0.109,79.57
31-Oct-2016,A8m v2,Av2 Series,US East,0.475,346.75
08-May-2019,F48s v2 Low Priority,FSv2 Series,EU West,0.466,340.18
30-Apr-2017,D14 v2/DS14 v2 Low Priority,Dv2/DSv2 Series Windows,EU West,0.891,650.4300000000001
30-Nov-2014,A4,A Series,US East,0.48,350.4
31-Dec-2018,E4 v3/E4s v3 Low Priority,Ev3/ESv3 Series,EU North,0.0564,41.172
09-Aug-2018,M64s,MS Series,AP East,12.08875,8824.787499999999
10-Dec-2018,G5/GS5 Low Priority,G/GS Series,EU North,1.738,1268.74
31-May-2018,D1 v2/DS1 v2,Dv2/DSv2 Series Windows,AP East,0.167,121.91000000000001
30-Apr-2017,D14 v2/DS14 v2 Low Priority,Dv2/DSv2 Series Windows,EU North,0.778,567.94
31-Jul-2019,E32 v3/E32s v3 Low Priority,Ev3/ESv3 Series Windows,AP East,1.658,1210.34
30-Dec-2019,NV4s v4 Low Priority,NVSv4 Series,US East,0.0233,17.009
29-Jan-2018,NV12 Low Priority,NV Series Windows,US East 2,1.1288,824.024
31-Oct-2016,A8m v2,Av2 Series,EU West,0.546,398.58000000000004
09-Oct-2019,E96a v4/E96as v4 Low Priority,Eav4/Easv4 Series Windows,EU North,4.474,3266.02
31-May-2015,G2/GS2,G/GS Series,AP Southeast,1.32,963.6
30-Sep-2015,D11/DS11,D/DS Series,AP Southeast,0.21,153.29999999999998
26-Apr-2018,M64ls,MS Series,US East 2,5.415,3952.95
31-Dec-2018,E64 v3/E64s v3,Ev3/ESv3 Series,AP Southeast,4.609,3364.57
09-Oct-2019,D96a v4/D96as v4,Dav4/Dasv4 Series,EU West,5.52,4029.6
10-Dec-2018,M16ms Low Priority,MS Series,AP East,1.114,813.22
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series Windows,EU North,3.821,2789.33
28-Feb-2019,F1/F1s Low Priority,F/FS Series Windows,EU North,0.0408,29.784000000000002
09-Oct-2019,ND40rs v2 Low Priority,NDrSv2 Series Windows,US East,9.549,6970.7699999999995
30-Sep-2017,H16mr,H Series,EU West,3.043,2221.3900000000003
02-Nov-2017,D64 v3/D64s v3 Low Priority,Dv3/DSv3 Series Windows,EU West,2.714,1981.22
31-Mar-2019,D64 v3/D64s v3 Low Priority,Dv3/DSv3 Series,EU North,0.685,500.05
30-Sep-2015,D3/DS3,D/DS Series Windows,US East,0.56,408.8
30-Nov-2019,D16a v4/D16as v4,Dav4/Dasv4 Series Windows,EU North,1.592,1162.16
28-Feb-2019,D13/DS13 Low Priority,D/DS Series Windows,AP Southeast,0.489,356.96999999999997
02-Dec-2019,Type 3,Easv4 Series Dedicated Host,US East 2,6.653,4856.69
08-May-2019,D48 v3/D48s v3 Low Priority,Dv3/DSv3 Series Windows,EU West,2.035,1485.5500000000002
31-May-2018,D3 v2/DS3 v2,Dv2/DSv2 Series Windows,US East 2,0.468,341.64000000000004
16-Jun-2017,H16r,H Series Windows,AP Southeast,3.751,2738.23
30-Apr-2017,A6 Low Priority,A Series Windows,US East 2,0.24,175.2
31-May-2018,F64s v2,FSv2 Series,US East 2,2.706,1975.3799999999999
31-Jan-2016,D11 v2/DS11 v2,Dv2/DSv2 Series,US East,0.185,135.05
31-Mar-2017,NV24 Low Priority,NV Series Windows,AP Southeast,2.984,2178.32
16-Nov-2017,NC6s v2,NCSv2 Series Windows,US East,2.493,1819.8899999999999
02-Nov-2017,E32 v3/E32s v3 Low Priority,Ev3/ESv3 Series Windows,AP Southeast,1.613,1177.49
31-Mar-2017,E2 v3/E2s v3 Low Priority,Ev3/ESv3 Series Windows,EU West,0.101,73.73
30-Apr-2017,A2 Low Priority,A Series Windows,EU North,0.072,52.559999999999995
28-Feb-2017,A3 Low Priority,A Series,AP Southeast,0.048,35.04
31-Aug-2016,D5 v2/DS5 v2,Dv2/DSv2 Series Windows,EU North,1.858,1356.3400000000001
28-Feb-2019,D2 v2/DS2 v2 Low Priority,Dv2/DSv2 Series Windows,US East 2,0.0936,68.328
30-Nov-2019,E64a v4/E64as v4,Eav4/Easv4 Series,US East 2,4.032,2943.36
10-Dec-2018,G1/GS1 Low Priority,G/GS Series Windows,EU North,0.268,195.64000000000001
31-Mar-2017,A2m v2 Low Priority,Av2 Series,AP East,0.036,26.279999999999998
30-Nov-2019,E4a v4/E4as v4,Eav4/Easv4 Series Windows,AP Southeast,0.488,356.24
28-Feb-2017,A4 Low Priority,A Series,EU North,0.096,70.08
31-Aug-2016,A2,A Series Basic,US East,0.079,57.67
26-Apr-2018,M16s,MS Series,US East 2,2.387,1742.51
08-May-2019,B12ms,BS Series,EU North,0.546,398.58000000000004
30-Nov-2017,A2 Low Priority,A Series Basic Windows,AP East,0.0628,45.843999999999994
03-Feb-2017,F4/F4s,F/FS Series,EU West,0.227,165.71
31-Aug-2015,A9,A Series Windows,US East,2.933,2141.0899999999997
29-Sep-2019,NV4s v4,NVSv4 Series,EU West,0.146,106.58
31-Jul-2019,NV48s v3,NVSv3 Series Windows,EU West,7.908,5772.84
02-Feb-2017,E16 v3/E16s v3,Ev3/ESv3 Series,AP Southeast,1.28,934.4
31-Aug-2015,D14/DS14,D/DS Series,US East,1.542,1125.66
30-Nov-2019,D4a v4/D4as v4 Low Priority,Dav4/Dasv4 Series Windows,EU West,0.166,121.18
31-Oct-2013,A1,A Series Windows,AP East,0.09,65.7
30-Nov-2017,A1 Low Priority,A Series Basic Windows,US East 2,0.014,10.22
30-Nov-2019,E64a v4/E64as v4,Eav4/Easv4 Series,AP Southeast,4.864,3550.72
10-Jan-2019,NV6,NV Promo Series,US East 2,0.721,526.3299999999999
31-Mar-2019,L4s Low Priority,LS Series,AP Southeast,0.0748,54.604000000000006
30-Apr-2019,NV6 Low Priority,NV Series Windows,US East 2,0.564,411.71999999999997
31-Dec-2014,A3,A Series Basic,AP East,0.232,169.36
30-Nov-2019,E2a v4/E2as v4 Low Priority,Eav4/Easv4 Series Windows,EU West,0.0976,71.248
10-Dec-2018,G5/GS5 Low Priority,G/GS Series Windows,AP East,4.636,3384.28
09-Oct-2019,D96a v4/D96as v4,Dav4/Dasv4 Series Windows,US East 2,9.024,6587.5199999999995
31-May-2018,D12 v2/DS12 v2,Dv2/DSv2 Series Windows,EU North,0.486,354.78
02-Dec-2019,Type 2,LSv2 Series Dedicated Host,EU West,8.184,5974.32
16-Jun-2017,H8m,H Series,AP Southeast,1.238,903.74
31-May-2018,D13 v2/DS13 v2,Dv2/DSv2 Series Windows,AP East,1.407,1027.1100000000001
31-Jul-2019,NV24s v3,NVSv3 Series Windows,EU West,3.954,2886.42
10-Jan-2019,NV24,NV Promo Series Windows,EU North,4.008,2925.84
30-Apr-2014,A7,A Series,AP East,1.176,858.4799999999999
31-Oct-2018,F4s v2,FSv2 Series,EU West,0.194,141.62
16-Jun-2017,H16mr,H Series,AP Southeast,2.724,1988.5200000000002
03-Feb-2017,F2/F2s,F/FS Series Windows,AP Southeast,0.207,151.10999999999999
28-Feb-2017,G5/GS5 Low Priority,G/GS Series,EU West,1.998,1458.54
08-May-2019,F48s v2 Low Priority,FSv2 Series Windows,EU West,1.815,1324.95
27-Feb-2019,M416ms v2 Low Priority,MSv2 Series Windows,US East 2,47.314,34539.22
31-Aug-2018,D2 v2/DS2 v2 - Expired,Dv2/DSv2 Promo Series,US East 2,0.114,83.22
31-Dec-2018,E4 v3/E4s v3 Low Priority,Ev3/ESv3 Series,US East,0.0504,36.792
28-Feb-2019,F1/F1s Low Priority,F/FS Series Windows,AP East,0.0518,37.814
31-Mar-2019,D64 v3/D64s v3 Low Priority,Dv3/DSv3 Series Windows,EU North,2.547,1859.3100000000002
09-Oct-2019,D96a v4/D96as v4,Dav4/Dasv4 Series,EU North,5.136,3749.28
29-Jan-2018,F2s v2 Low Priority,FSv2 Series Windows,EU North,0.0752,54.896
31-Oct-2017,NV12,NV Series,US East,2.28,1664.3999999999999
30-Nov-2019,E64a v4/E64as v4,Eav4/Easv4 Series Windows,US East,6.976,5092.48
10-Jan-2019,NV24,NV Promo Series,AP Southeast,3.815,2784.95
30-Apr-2017,D14 v2/DS14 v2 Low Priority,Dv2/DSv2 Series Windows,AP Southeast,0.945,689.8499999999999
27-Feb-2019,M416ms v2 Low Priority,MSv2 Series,US East 2,19.83,14475.9
31-Oct-2016,A2 v2,Av2 Series,AP East,0.106,77.38
26-Apr-2018,M64ls Low Priority,MS Series,AP Southeast,1.2996,948.7080000000001
02-Nov-2017,F16/F16s Low Priority,F/FS Series,EU North,0.181,132.13
29-Jan-2018,F4s v2 Low Priority,FSv2 Series,EU North,0.0384,28.031999999999996
31-Oct-2016,A1 v2,Av2 Series Windows,US East,0.065,47.45
10-Jan-2019,H16r,H Promo Series Windows,EU West,2.101,1533.73
28-Feb-2019,D13/DS13 Low Priority,D/DS Series Windows,EU North,0.389,283.97
30-Nov-2019,D48a v4/D48as v4,Dav4/Dasv4 Series Windows,US East 2,4.512,3293.7599999999998
31-Aug-2018,D2 v2/DS2 v2 - Expired,Dv2/DSv2 Promo Series,EU West,0.136,99.28
30-Nov-2019,E4a v4/E4as v4,Eav4/Easv4 Series,US East,0.252,183.96
31-Oct-2018,B2ms,BS Series,EU West,0.096,70.08
30-Apr-2017,A6 Low Priority,A Series Windows,US East,0.264,192.72
03-Feb-2017,F4/F4s,F/FS Series Windows,US East,0.383,279.59000000000003
30-Nov-2019,E64a v4/E64as v4,Eav4/Easv4 Series Windows,AP Southeast,7.808,5699.84
31-Mar-2019,M64ms,MS Series,AP Southeast,14.989,10941.970000000001
16-Jun-2017,D16 v3/D16s v3,Dv3/DSv3 Series,AP Southeast,1,730
31-Oct-2018,B2ms,BS Series Windows,EU West,0.104,75.92
30-Apr-2019,NC24rs v3 Low Priority,NCSv3 Series,AP Southeast,3.726,2719.98
09-Aug-2019,NV24s v3 Low Priority,NVSv3 Series Windows,AP Southeast,1.714,1251.22
31-Aug-2016,D3 v2/DS3 v2,Dv2/DSv2 Series,AP Southeast,0.316,230.68
26-Apr-2018,M64ls,MS Series,EU North,6.01065,4387.7745
10-May-2018,E20 v3/E20s v3 Low Priority,Ev3/ESv3 Series,EU West,0.32,233.6
26-Apr-2018,M32ms,MS Series Windows,EU West,10.886,7946.78
31-May-2015,G4/GS4,G/GS Series Windows,EU West,6.16,4496.8
10-Jan-2019,H16r,H Promo Series Windows,US East,1.93,1408.8999999999999
31-Aug-2016,D4 v2/DS4 v2,Dv2/DSv2 Series,US East 2,0.458,334.34000000000003
28-Feb-2017,D2/DS2 Low Priority,D/DS Series,EU North,0.029,21.17
30-Apr-2014,A6,A Series,AP East,0.588,429.23999999999995
02-Dec-2019,Type 3,Dasv4 Series Dedicated Host,US East,5.069,3700.37
28-Feb-2017,A2 Low Priority,A Series,EU West,0.024,17.52
09-Aug-2018,M128ms,MS Series Windows,AP East,59.78375,43642.1375
17-Aug-2017,A0 Low Priority,A Series Basic,US East 2,0.004,2.92
02-Nov-2017,L8s Low Priority,LS Series,AP Southeast,0.15,109.5
30-Jun-2019,PB12s,PB Series,AP Southeast,2.158,1575.34
31-Aug-2016,D15 v2/DS15 v2,Dv2/DSv2 Series,AP Southeast,1.912,1395.76
31-Jan-2016,D11 v2/DS11 v2,Dv2/DSv2 Series,EU North,0.185,135.05
31-Aug-2015,A11,A Series Windows,EU West,2.484,1813.32
10-Dec-2018,A0 Low Priority,A Series,US East,0.004,2.92
30-Nov-2019,E64a v4/E64as v4 Low Priority,Eav4/Easv4 Series,AP Southeast,0.973,710.29
28-Feb-2017,A7 Low Priority,A Series,EU North,0.198,144.54000000000002
30-Nov-2019,D16a v4/D16as v4 Low Priority,Dav4/Dasv4 Series,US East,0.154,112.42
31-Mar-2017,NC24 Low Priority,NC Series,EU North,0.778,567.94
31-Aug-2015,A10,A Series Windows,US East,1.173,856.2900000000001
31-May-2018,D2 v3/D2s v3 Low Priority,Dv3/DSv3 Series,US East 2,0.019,13.87
10-Jan-2019,H8m,H Promo Series Windows,US East,1.095,799.35
02-Dec-2019,Type 2,DSv3 Series Dedicated Host,EU West,4.554,3324.42
31-Jan-2019,L16s v2,LSv2 Series,US East,1.248,911.04
02-Feb-2017,E4 v3/E4s v3,Ev3/ESv3 Series,EU West,0.32,233.6
31-Mar-2019,NC24rs v2,NCSv2 Series Windows,EU West,14.038,10247.74
30-Nov-2017,A1 Low Priority,A Series Basic Windows,AP East,0.0196,14.308
16-Jun-2017,H16mr,H Series Windows,AP Southeast,4.674,3412.0200000000004
02-Nov-2017,D32 v3/D32s v3 Low Priority,Dv3/DSv3 Series Windows,EU West,1.357,990.61
30-Apr-2019,NC24s v3,NCSv3 Series Windows,EU West,16.396,11969.08
31-Oct-2016,A8 v2,Av2 Series,EU West,0.383,279.59000000000003
29-Jan-2018,NC12s v2 Low Priority,NCSv2 Series,US East,0.828,604.4399999999999
31-Mar-2019,D16 v3/D16s v3 Low Priority,Dv3/DSv3 Series,EU North,0.171,124.83000000000001
31-Jul-2017,F32s v2,FSv2 Series Windows,EU West,2.961,2161.5299999999997
03-Feb-2017,F8/F8s,F/FS Series Windows,US East,0.766,559.1800000000001
30-Nov-2019,E2a v4/E2as v4 Low Priority,Eav4/Easv4 Series,EU West,0.0304,22.192
26-Apr-2018,M32s,MS Series,EU West,4.669,3408.37
16-Nov-2017,NC24s v2,NCSv2 Series,US East,8.28,6044.4
31-Aug-2018,D3 v2/DS3 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU West,0.533,389.09000000000003
17-Aug-2017,F16s v2 Low Priority,FSv2 Series,AP Southeast,0.157,114.61
26-Apr-2018,M8ms Low Priority,MS Series,AP Southeast,0.4456,325.288
31-Oct-2018,F8s v2 Low Priority,FSv2 Series,EU West,0.0776,56.648
31-Mar-2019,M16s Low Priority,MS Series,US East,0.477,348.21
31-Oct-2018,F64s v2 Low Priority,FSv2 Series Windows,EU North,2.406,1756.38
03-Feb-2017,F4/F4s,F/FS Series,EU North,0.226,164.98000000000002
08-May-2019,D48 v3/D48s v3,Dv3/DSv3 Series Windows,EU North,4.776,3486.48
02-Nov-2017,M64ms Low Priority,MS Series Windows,AP Southeast,7.821,5709.33
08-May-2019,B12ms,BS Series Windows,AP Southeast,0.682,497.86
10-Jan-2019,H16m,H Promo Series Windows,US East,2.19,1598.7
31-Jul-2019,F48s v2,FSv2 Series Windows,AP East,4.8,3504
30-Apr-2017,A4 Low Priority,A Series Windows,EU North,0.288,210.23999999999998
30-Nov-2017,A4 Low Priority,A Series Basic Windows,AP Southeast,0.2784,203.232
28-Feb-2017,D14/DS14 Low Priority,D/DS Series,US East,0.308,224.84
31-Aug-2018,D4 v2/DS4 v2 - Expired,Dv2/DSv2 Promo Series,US East,0.585,427.04999999999995
31-Aug-2016,D12 v2/DS12 v2,Dv2/DSv2 Series,US East 2,0.299,218.26999999999998
30-Apr-2019,NC24rs v3 Low Priority,NCSv3 Series,EU West,3.364,2455.72
31-Aug-2016,D14 v2/DS14 v2,Dv2/DSv2 Series,AP Southeast,1.53,1116.9
31-Jul-2019,NV48s v3 Low Priority,NVSv3 Series,EU West,1.14,832.1999999999999
10-Jan-2019,NV6,NV Promo Series Windows,US East,0.96,700.8
31-Dec-2018,E64 v3/E64s v3,Ev3/ESv3 Series,US East,3.629,2649.17
28-Feb-2019,D2 v2/DS2 v2 Low Priority,Dv2/DSv2 Series Windows,AP East,0.133,97.09
31-Jul-2019,NV6,NV Series Windows,EU North,1.458,1064.34
31-Mar-2019,D3 v2/DS3 v2 Low Priority,Dv2/DSv2 Series Windows,AP Southeast,0.232,169.36
31-Oct-2016,A1 v2,Av2 Series Windows,AP East,0.076,55.48
30-Apr-2017,A4 Low Priority,A Series Windows,AP Southeast,0.288,210.23999999999998
31-Dec-2018,E64i v3/E64is v3,Ev3/ESv3 Series Windows,US East,6.573,4798.29
31-Jul-2019,F72s v2,FSv2 Series,AP East,3.888,2838.24
31-Jan-2019,L8s v2,LSv2 Series,AP Southeast,0.748,546.04
31-Mar-2019,B1ls,BS Series,EU West,0.006,4.38
30-Nov-2019,E2a v4/E2as v4,Eav4/Easv4 Series Windows,EU West,0.244,178.12
31-Jul-2019,E64i v3/E64is v3 Low Priority,Ev3/ESv3 Series Windows,AP East,3.101,2263.73
31-Jul-2019,E32 v3/E32s v3 Low Priority,Ev3/ESv3 Series,AP East,0.534,389.82000000000005
27-Feb-2019,M416ms v2 Low Priority,MSv2 Series,US East,19.83,14475.9
31-Jul-2019,NV12s v3,NVSv3 Series Windows,EU West,1.978,1443.94
07-Apr-2019,M208ms v2 Low Priority,MSv2 Series,AP Southeast,11.601,8468.730000000001
31-Oct-2016,A2 v2,Av2 Series Windows,EU West,0.13,94.9
31-Dec-2018,E64i v3/E64is v3 Low Priority,Ev3/ESv3 Series,US East,0.726,529.98
17-Aug-2017,B8ms,BS Series,EU North,0.364,265.71999999999997
10-Jan-2019,NC6,NC Promo Series,EU West,0.515,375.95
26-Apr-2018,M32ts Low Priority,MS Series Windows,US East,1.1302,825.046
31-May-2018,NC6 Low Priority,NC Series,US East 2,0.18,131.4
12-Jan-2020,Dsv3 Type1,DSv3 Series Dedicated Host,AP East,4.637,3385.0099999999998
10-Feb-2014,A0,A Series Basic Windows,US East 2,0.018,13.139999999999999
31-Dec-2018,E64 v3/E64s v3 Low Priority,Ev3/ESv3 Series,EU North,0.812,592.76
31-Oct-2018,B1ms,BS Series,US East 2,0.0208,15.184
31-Mar-2017,NC24r Low Priority,NC Series Windows,EU North,2.034,1484.82
30-Nov-2019,D16a v4/D16as v4,Dav4/Dasv4 Series Windows,US East 2,1.504,1097.92
10-Jan-2019,Dsv3 Type1,DSv3 Series Dedicated Host,US East 2,3.38,2467.4
18-Sep-2017,NV6,NV Series Windows,US East 2,1.411,1030.03
31-Aug-2018,D11 v2/DS11 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU West,0.279,203.67000000000002
31-Mar-2019,D8 v3/D8s v3 Low Priority,Dv3/DSv3 Series,US East,0.0768,56.06399999999999
29-Sep-2019,NV16s v4 Low Priority,NVSv4 Series Windows,EU West,0.38,277.4
31-May-2018,F2s v2 Low Priority,FSv2 Series Windows,US East 2,0.065,47.45
28-Feb-2019,D11/DS11 Low Priority,D/DS Series Windows,EU North,0.0972,70.956
31-May-2018,D13/DS13,D/DS Series,US East,0.771,562.83
30-Nov-2019,E48a v4/E48as v4,Eav4/Easv4 Series Windows,AP Southeast,5.856,4274.88
31-Mar-2019,D1/DS1 Low Priority,D/DS Series,AP Southeast,0.0196,14.308
10-Dec-2018,A0 Low Priority,A Series,EU West,0.004,2.92
30-Nov-2017,A1 Low Priority,A Series Basic,US East,0.0046,3.358
30-Nov-2016,NC24R,NC Series,US East,3.96,2890.8
28-Feb-2017,G1/GS1 Low Priority,G/GS Series,EU West,0.14,102.2
31-Oct-2016,A2m v2,Av2 Series Windows,AP East,0.27,197.10000000000002
30-Apr-2017,A7 Low Priority,A Series Windows,US East,0.528,385.44
13-Feb-2018,F64s v2,FSv2 Series,EU North,3.072,2242.56
28-Feb-2017,G3/GS3 Low Priority,G/GS Series,US East 2,0.44,321.2
03-Feb-2017,F8/F8s,F/FS Series,AP East,0.578,421.94
31-May-2018,F16s v2 Low Priority,FSv2 Series Windows,US East 2,0.521,380.33000000000004
30-Nov-2019,E2a v4/E2as v4,Eav4/Easv4 Series Windows,US East 2,0.218,159.14
31-Mar-2019,D1 v2/DS1 v2 Low Priority,Dv2/DSv2 Series Windows,US East 2,0.0468,34.164
14-Dec-2017,D32 v3/D32s v3,Dv3/DSv3 Series,US East,1.536,1121.28
31-May-2018,D12/DS12,D/DS Series Windows,EU West,0.559,408.07000000000005
31-Jan-2016,D4 v2/DS4 v2,Dv2/DSv2 Series,US East,0.585,427.04999999999995
13-Feb-2018,F16s v2,FSv2 Series,EU North,0.768,560.64
16-Nov-2017,NC24rs v2,NCSv2 Series Windows,US East,10.971,8008.83
16-Jun-2017,D4 v3/D4s v3,Dv3/DSv3 Series Windows,AP Southeast,0.434,316.82
31-Jul-2019,D32 v3/D32s v3,Dv3/DSv3 Series,AP East,2.112,1541.76
31-Jul-2017,F64s v2,FSv2 Series,US East,2.706,1975.3799999999999
10-Jan-2019,NC24r,NC Promo Series Windows,AP Southeast,3.662,2673.2599999999998
31-Dec-2018,E64 v3/E64s v3 Low Priority,Ev3/ESv3 Series Windows,AP Southeast,3.021,2205.33
29-Jan-2018,ND24rs Low Priority,NDS Series,EU West,2.3608,1723.3839999999998
30-Nov-2017,A2 Low Priority,A Series Basic,US East,0.0158,11.534
03-May-2016,H16mr,H Series Windows,EU West,5.027,3669.71
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series Windows,US East 2,3.61,2635.2999999999997
30-Apr-2017,A4 Low Priority,A Series Windows,US East 2,0.288,210.23999999999998
16-Jun-2017,D2 v3/D2s v3,Dv3/DSv3 Series,EU West,0.12,87.6
31-Jul-2019,B2ms,BS Series,AP East,0.117,85.41000000000001
31-Mar-2017,A8 v2 Low Priority,Av2 Series,EU West,0.077,56.21
17-Aug-2017,M128s Low Priority,MS Series Windows,EU North,8.758,6393.339999999999
27-Feb-2019,M416s v2,MSv2 Series,US East,49.58,36193.4
26-Apr-2018,M32s,MS Series,US East,3.335,2434.55
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series,AP Southeast,1.152,840.9599999999999
31-Jul-2019,D16 v3/D16s v3,Dv3/DSv3 Series Windows,AP East,1.792,1308.16
31-Jul-2019,D4 v3/D4s v3 Low Priority,Dv3/DSv3 Series,AP East,0.0528,38.544
31-Mar-2019,NC24s v2,NCSv2 Series Windows,AP Southeast,14.318,10452.14
31-Jul-2017,F72s v2,FSv2 Series,US East,3.045,2222.85
31-Dec-2018,E64 v3/E64s v3,Ev3/ESv3 Series Windows,AP Southeast,7.553,5513.69
31-May-2018,D3 v2/DS3 v2,Dv2/DSv2 Series Windows,AP East,0.667,486.91
09-Jun-2019,D15i v2/DS15i v2,Dv2/DSv2 Series,AP East,2.294,1674.6200000000001
31-Mar-2019,ND24s,NDS Series,EU West,10.727,7830.71
31-Jul-2019,E2 v3/E2s v3,Ev3/ESv3 Series,AP East,0.167,121.91000000000001
31-Oct-2016,A2m v2,Av2 Series,AP Southeast,0.134,97.82000000000001
30-Nov-2019,D32a v4/D32as v4,Dav4/Dasv4 Series,AP Southeast,1.92,1401.6
31-Jul-2019,NV12s v3 Low Priority,NVSv3 Series,EU West,0.286,208.77999999999997
28-Feb-2017,A7 Low Priority,A Series,US East 2,0.176,128.48
29-Jan-2018,ND24rs Low Priority,NDS Series,US East,1.8216,1329.768
31-Jan-2019,L8s v2,LSv2 Series,US East,0.624,455.52
30-Apr-2017,D15 v2/DS15 v2 Low Priority,Dv2/DSv2 Series Windows,EU North,0.972,709.56
30-Nov-2019,E48a v4/E48as v4,Eav4/Easv4 Series Windows,US East,5.232,3819.36
30-Nov-2017,M128ms Low Priority,MS Series,EU West,7.4726,5454.998
10-Jan-2019,NV12,NV Promo Series Windows,EU North,2.004,1462.92
31-Jul-2019,B1s,BS Series Windows,AP East,0.0186,13.578
30-Sep-2015,D14/DS14,D/DS Series Windows,AP East,2.814,2054.2200000000003
30-Apr-2017,G1/GS1 Low Priority,G/GS Series Windows,US East 2,0.244,178.12
28-Feb-2017,A1 Low Priority,A Series,EU North,0.012,8.76
31-Dec-2018,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series,EU North,0.113,82.49000000000001
30-Nov-2019,D2a v4/D2as v4 Low Priority,Dav4/Dasv4 Series Windows,US East,0.0752,54.896
31-May-2018,F16s v2,FSv2 Series Windows,US East 2,1.302,950.46
30-Nov-2019,D32a v4/D32as v4,Dav4/Dasv4 Series Windows,AP Southeast,3.392,2476.16
14-Oct-2019,HB60rs Low Priority,HBS Series,US East,0.456,332.88
31-Jul-2019,B2s,BS Series Windows,AP East,0.0664,48.472
30-Sep-2014,G5/GS5,G/GS Series,US East 2,7.82,5708.6
28-Feb-2019,F8s v2 Low Priority,FSv2 Series,US East 2,0.0677,49.421
03-Feb-2017,F16/F16s,F/FS Series,AP East,1.155,843.15
31-May-2018,F16/F16s,F/FS Series,US East 2,0.796,581.08
17-Aug-2017,F32s v2 Low Priority,FSv2 Series Windows,US East,1.042,760.6600000000001
16-Nov-2017,ND24rs,NDS Series Windows,AP Southeast,15.753,11499.69
31-Jul-2017,F64s v2,FSv2 Series Windows,AP Southeast,5.644,4120.12
31-May-2018,D2 v3/D2s v3,Dv3/DSv3 Series Windows,US East 2,0.188,137.24
10-Feb-2014,A0,A Series Basic,EU West,0.018,13.139999999999999
31-May-2018,D13 v2/DS13 v2 Low Priority,Dv2/DSv2 Series Windows,US East,0.422,308.06
31-Dec-2014,A3,A Series Basic,EU North,0.188,137.24
31-May-2018,D4 v2/DS4 v2,Dv2/DSv2 Series Windows,EU West,1.066,778.1800000000001
03-Feb-2017,F16/F16s,F/FS Series,US East,0.796,581.08
26-Apr-2018,M32s,MS Series,EU North,4.002,2921.46
31-Jul-2018,NC24s v3 Low Priority,NCSv3 Series Windows,US East,5.4848,4003.904
